,Compound,Date,Negative,Neutral,News Source,Positive,Tweet Count,Tweet Text
128,0.0,Mon Mar 19 23:52:34 +0000 2018,0.0,1.0,CBC,0.0,29,"@maritimebhangra @Mercer_Report @rickmercer Looking forward to catching your appearance twice, Maritime Bhangra! Th… https://t.co/FpSLDB1XTc"
129,0.7177,Mon Mar 19 23:50:32 +0000 2018,0.0,0.728,CBC,0.272,30,"@jodyvance @nbcsnl Glad you caught that @nbcsnl sketch, Jody! Hilarious, though we did catch ourselves thinking: ""D… https://t.co/JTY6XKSxmp"
130,0.4926,Mon Mar 19 23:47:04 +0000 2018,0.0,0.803,CBC,0.197,31,"@TheTerribleHook @santac1019 @louford1 @ShaftesburyTV @CBCMurdoch Aha! Thanks for clarifying, Hook. We can definite… https://t.co/etAfpon8PC"
131,0.8908,Mon Mar 19 23:38:00 +0000 2018,0.0,0.487,CBC,0.513,32,"@YPI_cares Thanks for helping to spread the word, YPI Canada! Pleased you enjoyed that interactive."
132,0.9381,Mon Mar 19 23:37:12 +0000 2018,0.0,0.415,CBC,0.585,33,@BrendanMalakym Excellent! Glad you're enjoying @cbcdragon online. We also appreciate the feedback you've shared re… https://t.co/HcaX859nh0
133,0.8478,Mon Mar 19 23:23:14 +0000 2018,0.0,0.579,CBC,0.421,34,"@Tweezerpants @CBCComedy Glad you were a fan &amp; we can certainly share that request, Tweezerpants! Still many produc… https://t.co/AA02UmgWsE"
134,0.8553,Mon Mar 19 23:18:12 +0000 2018,0.0,0.598,CBC,0.402,35,"@jessicabezanson Excellent! Sounds like you are checking out lots of different programming, Jessica. Thanks for let… https://t.co/IqjWhsqys4"
135,0.8016,Mon Mar 19 23:12:16 +0000 2018,0.083,0.564,CBC,0.353,36,"@DianesDigitals @CBCMurdoch @stevenbuechler Excellent! We are, too. No idea how things are going to play out tonight :) #nailbiting"
136,0.865,Mon Mar 19 23:10:33 +0000 2018,0.0,0.591,CBC,0.409,37,"@puppymcpooch Ha! We were wondering if you were watching tonight, McPooch! Oh my praises, indeed! :) #Corrie"
137,0.5551,Mon Mar 19 22:57:33 +0000 2018,0.0,0.817,CBC,0.183,38,@DianesDigitals @CBCMurdoch @stevenbuechler So glad you'll be watching tonight! Can't wait to hear your thoughts on… https://t.co/yuxSS98isq
138,0.0,Mon Mar 19 22:30:00 +0000 2018,0.0,1.0,CBC,0.0,39,"""Can you hold please?"" | @CBCComedy https://t.co/uMT6W4u8oO"
139,0.7088,Mon Mar 19 22:27:51 +0000 2018,0.0,0.718,CBC,0.282,40,"@Roopanova @CBCNews @CBCEdmonton Thanks for the assist with the tagging, Roopnova! We appreciate it, and the feedback."
140,0.0,Mon Mar 19 21:54:09 +0000 2018,0.0,1.0,CBC,0.0,41,@eleanor70001 @CBCNature @DavidSuzuki Hi Eleanor! #CBCTNoT airs Sunday evenings at 8 p.m. on CBC-TV. To see which e… https://t.co/omthdRGZQo
141,0.7177,Mon Mar 19 21:37:13 +0000 2018,0.0,0.7,CBC,0.3,42,"@cbc_archives Such an interesting clip, CBC Archives! Clarke was way ahead of the curve - always :)"
142,0.0,Mon Mar 19 21:31:34 +0000 2018,0.0,1.0,CBC,0.0,43,"@TheTerribleHook @santac1019 @louford1 @ShaftesburyTV We do know you are a @CBCMurdoch diehard, Hook! We don't have… https://t.co/nBpoyxejAG"
143,0.8271,Mon Mar 19 21:30:00 +0000 2018,0.0,0.609,CBC,0.391,44,"Congratulations to aquakultre, winner of @CBCMusic's #Searchlight2018. Learn more about his redemptive story:

https://t.co/5NSft98bRO"
144,0.923,Mon Mar 19 21:21:26 +0000 2018,0.0,0.495,CBC,0.505,45,@gloryosky @CaughtCBC Thanks for sharing the link and spreading the word! Hope you're excited for tonight's episode :) #CaughtCBC
145,0.9199,Mon Mar 19 21:04:27 +0000 2018,0.0,0.433,CBC,0.567,46,"@TheTerribleHook @santac1019 @louford1 Really lovely words for the writers, Hook! Thanks for sharing :)"
146,0.5093,Mon Mar 19 20:43:20 +0000 2018,0.0,0.829,CBC,0.171,47,"@Jocelynlovestv @allanhawco The exclamation points say it all, Jocelyn! Glad you're stoked for tonight's episode :)… https://t.co/uM2cXNpFp4"
147,0.8516,Mon Mar 19 20:32:22 +0000 2018,0.0,0.633,CBC,0.367,48,"@cbsanor @cbcsports We couldn't have said it any better ourselves, cbsanor! So much to be proud of :) #TeamCanada"
148,0.0,Mon Mar 19 20:30:00 +0000 2018,0.0,1.0,CBC,0.0,49,"March 26-29, five panellists will go head to head, defending five Canadian books. | @CBCBooks
https://t.co/fb7SatitlE"
149,0.7263,Mon Mar 19 20:27:26 +0000 2018,0.0,0.568,CBC,0.432,50,"@ckpelletier @annarboralicia Lol! We'll take that answer, Chris :) #loveCBC"
150,0.8516,Mon Mar 19 20:24:51 +0000 2018,0.0,0.463,CBC,0.537,51,"@KingIzSingh Thanks for sharing a link to that article, Amar! Much appreciated."
151,0.0772,Mon Mar 19 20:23:45 +0000 2018,0.097,0.793,CBC,0.11,52,"@EricPagee @CBCOlympics If there was any coverage you missed, we recommend going to the following page to look for… https://t.co/qhjiE8xUsQ"
152,-0.4926,Mon Mar 19 20:22:28 +0000 2018,0.267,0.604,CBC,0.129,53,"@EricPagee @CBCOlympics Regret to hear you were disappointed, Eric! CBC was dedicated to providing extensive, in-de… https://t.co/tqjKq1KcLp"
153,0.5859,Mon Mar 19 19:30:00 +0000 2018,0.0,0.817,CBC,0.183,54,"The National Ballet of Canada's 1972 rendition Sleeping Beauty would put them on ""international ballet map."" |… https://t.co/KWJqqEF2Qi"
154,0.8805,Mon Mar 19 19:20:29 +0000 2018,0.0,0.496,CBC,0.504,55,"@richardgoatcher @susanmcgee @CBCIndigenous @HomewardTrust Good to know, Richard! Sending thanks to Susan as well :)"
155,0.8718,Mon Mar 19 18:53:26 +0000 2018,0.0,0.568,CBC,0.432,56,"@richardgoatcher @susanmcgee Thanks for the kind words about that report, Richard! Much appreciated. Looping in… https://t.co/ITcl7hlrBC"
156,0.323,Mon Mar 19 18:37:22 +0000 2018,0.0,0.9,CBC,0.1,57,"RT @CBChellogoodbye: ""When you're a team you're a little bit stronger than you are when you're just by yourself and on your own."" #HelloGoo…"
157,0.7906,Mon Mar 19 18:30:01 +0000 2018,0.0,0.588,CBC,0.412,58,"""I encourage them to celebrate everything that makes them unique"" | @CBCKids
https://t.co/nCLcunw98H"
158,0.0,Mon Mar 19 18:21:15 +0000 2018,0.0,1.0,CBC,0.0,59,"RT @CBCMurdoch: 🚨 SPOILER REMINDER 🚨

The story continues for Canada's #1 Drama #MurdochMysteries tonight with the Season 11 finale. As usu…"
159,0.4574,Mon Mar 19 18:18:20 +0000 2018,0.0,0.864,CBC,0.136,60,@reloweeda @lindseywho We'll let them know Lindsey's interested too! And The Daily was the model we thought of when… https://t.co/FkOt8fTBP4
160,0.8883,Mon Mar 19 18:08:09 +0000 2018,0.0,0.489,CBC,0.511,61,"@JillianPage22 @SchittsCreek @danjlevy Thanks for the stellar review, Jillian! Glad you're such a fan :) #SchittsCreek"
161,0.8832,Mon Mar 19 18:04:55 +0000 2018,0.0,0.415,CBC,0.585,62,@gingerngo @zazzle Nice! Looks like Trung has a treat coming his way :)
162,0.8718,Mon Mar 19 18:04:16 +0000 2018,0.0,0.548,CBC,0.452,63,"@NewsRudy @YouTube @TheJUNOAwards @AmmoyesMusic @rockitdeb @CBCMusic @eOneMusicCanada And another great clip, Rudy! Thank you :)"
163,0.636,Mon Mar 19 17:47:52 +0000 2018,0.068,0.676,CBC,0.256,64,"@helloannieblack @nbcsnl We had the same experience, Annie! Definitely ironic &amp; wish we could get a geofencing pass… https://t.co/ExAA4PfmgG"
164,0.8622,Mon Mar 19 17:45:40 +0000 2018,0.0,0.455,CBC,0.545,65,"@BasmaSaadallah @cbcsports Loving that display of national pride, Basma! :) #loveCBC"
165,0.636,Mon Mar 19 17:36:54 +0000 2018,0.0,0.715,CBC,0.285,66,"@TheTerribleHook @louford1 @CBCMurdoch @yannick_bisson Well said, Hook! Here's hoping tonight's episode has a few o… https://t.co/aIG4mUSAlc"
166,0.69,Mon Mar 19 17:34:26 +0000 2018,0.0,0.613,CBC,0.387,67,@cbc_archives Ha! Plus ca change plus c'est la meme chose :)
167,0.0,Mon Mar 19 17:30:01 +0000 2018,0.0,1.0,CBC,0.0,68,Less time for sleep comes at a steep price to our health and well-being. Here’s how: https://t.co/CkDY2ZV7nG  |… https://t.co/zq3MCl4LV2
168,0.7088,Mon Mar 19 17:24:47 +0000 2018,0.0,0.743,CBC,0.257,69,"@TheTerribleHook @louford1 You make an interesting point, Hook! So, the darker the better for you then? Looking for… https://t.co/iywvYjDzNt"
169,0.7959,Mon Mar 19 17:15:38 +0000 2018,0.0,0.706,CBC,0.294,70,"@andrewphung Loving everything about this list, Andrew! Thanks for getting us sorted. Now we totally know what we'l… https://t.co/urWAlIENqK"
170,0.68,Mon Mar 19 17:12:41 +0000 2018,0.0,0.752,CBC,0.248,71,"@Lisa11341782 @Brooke_Wymer You're welcome, Lisa! We'll be sure to tweet if/when we hear anything more about UK bro… https://t.co/FIZJPCMtfj"
171,0.8832,Mon Mar 19 17:11:50 +0000 2018,0.0,0.576,CBC,0.424,72,"@HarveenJohalPR @CBCNews Looking very at home behind the desk, Harveen! Hope you're having a great visit :)  #loveCBC"
172,0.624,Mon Mar 19 17:00:42 +0000 2018,0.0,0.83,CBC,0.17,73,RT @CBCTheNational: Team Canada just wrapped its most successful Paralympics ever. The team finished second overall with 28 medals — four o…
173,-0.25,Mon Mar 19 16:53:44 +0000 2018,0.178,0.72,CBC,0.102,74,RT @CBCMurdoch: Tonight on the season finale of #MurdochMysteries - An argument leads Murdoch to help a man search for his missing wife; Cr…
174,0.0,Mon Mar 19 16:52:04 +0000 2018,0.0,1.0,CBC,0.0,75,RT @danjlevy: Day 1. Season 5. #SchittsCreek https://t.co/olSGKwTekh
175,0.0,Mon Mar 19 16:29:02 +0000 2018,0.0,1.0,CBC,0.0,76,"@Lisa11341782 @Brooke_Wymer At present, we're not aware of any UK networks airing Heartland, Lisa, though you sever… https://t.co/cyWfrlGi40"
176,0.8685,Mon Mar 19 16:20:25 +0000 2018,0.0,0.605,CBC,0.395,77,@ItzYanay @melody12155 @ShibSibs Thanks for the shout-out! So pleased to hear you're enjoying the @cbcsports app. W… https://t.co/2yzp2BzHRT
177,0.6908,Mon Mar 19 16:17:46 +0000 2018,0.0,0.659,CBC,0.341,78,@NewsRudy @YouTube @TheJUNOAwards @virginiatovegas @rockitdeb @WaxRecords @CBCMusic Thanks for sharing the Virginia… https://t.co/l5Wd5bx9Y4
178,0.0,Mon Mar 19 16:08:58 +0000 2018,0.0,1.0,CBC,0.0,79,"@MrAndy_D For radio promos, that is most likely Jeremy Harris, the voice of CBC Radio One. You can read a bit about… https://t.co/whb83Ju39K"
179,0.4939,Mon Mar 19 16:04:53 +0000 2018,0.0,0.766,CBC,0.234,80,"@reloweeda @cbcradio You're welcome, Donna. We're definitely aware it's a growing trend &amp; it is on our radar, but w… https://t.co/Ch2hGCUTxt"
180,0.5362,Mon Mar 19 16:01:23 +0000 2018,0.065,0.78,CBC,0.156,81,"RT @cbcdocs: ""We notice that Black kids often don't get a chance to learn very much about ourselves.""

Freedom Summer, an 11-minute doc: ht…"
181,0.0,Mon Mar 19 15:56:04 +0000 2018,0.0,1.0,CBC,0.0,82,@AccidentalCDN You can keep an eye out for jobs &amp; internships here: https://t.co/edxthXgImt and you might also be i… https://t.co/ULcYC6lnje
182,0.7959,Mon Mar 19 15:55:02 +0000 2018,0.0,0.678,CBC,0.322,83,"@reloweeda Thanks for letting us know this is something you'd be interested in, Donna! We'll share your request w/… https://t.co/iou2rgzUTq"
183,0.807,Mon Mar 19 15:51:44 +0000 2018,0.0,0.628,CBC,0.372,84,"@Rmj0101 Thank you for sharing and listening, Ruth! Adding the link if anyone else is interested: https://t.co/iaPqVceg9J"
184,0.0,Mon Mar 19 15:40:55 +0000 2018,0.0,1.0,CBC,0.0,85,@MrAndy_D Hi Andrew. Are you referring to voiceovers for TV or Radio advertisements?
185,0.6249,Mon Mar 19 15:30:17 +0000 2018,0.0,0.769,CBC,0.231,86,@r_droc Thank you for tweeting about #Beyond94 and spreading the word. Tagging in @CBCIndigenous for credit to thei… https://t.co/amVQKbVBmg
186,0.0,Mon Mar 19 15:30:00 +0000 2018,0.0,1.0,CBC,0.0,87,"🇨🇦 🇨🇦 🇨🇦 🇨🇦 Athletes captured 28 medals in Pyeongchang, eclipsing previous mark of 19 | @cbcsports https://t.co/HYnPuKNCtO"
187,0.0,Mon Mar 19 14:59:00 +0000 2018,0.0,1.0,CBC,0.0,88,@keithburgoyne You can contact us with this feedback at https://t.co/RpC4e2NHP5 and we will report what needs to be… https://t.co/NfLFwvrrA6
188,0.0,Mon Mar 19 14:57:51 +0000 2018,0.0,1.0,CBC,0.0,89,"RT @SchittsCreek: If you hadn't heard, #SchittsCreek is coming back to @CBC for Season 5... and we start production tomorrow! https://t.co/…"
189,0.5574,Mon Mar 19 14:57:04 +0000 2018,0.059,0.721,CBC,0.221,90,"@keithburgoyne Hi Keith. Sorry, that shouldn't be happening on the site. Please ensure that your browser is up-to-d… https://t.co/JnEpc7UZM5"
190,0.807,Mon Mar 19 14:42:11 +0000 2018,0.0,0.742,CBC,0.258,91,"@jessicabezanson Fantastic to hear that you are enjoying the app, Jessica! Do you have a favourite show that you are watching on it lately?"
191,0.814,Mon Mar 19 14:30:01 +0000 2018,0.047,0.619,CBC,0.334,92,"""It's absolutely amazing the number of different little tricks and techniques you can learn. It really does help if… https://t.co/Fb93WjhdE7"
192,0.6369,Mon Mar 19 13:46:29 +0000 2018,0.0,0.811,CBC,0.189,93,RT @WorkinMoms: Question of the week: What is the greatest piece of advice you've ever received? #CircleTime #WorkinMoms https://t.co/5DtBE…
193,0.0,Mon Mar 19 13:46:16 +0000 2018,0.0,1.0,CBC,0.0,94,RT @WorkinMoms: ICYMI: #WorkinMoms is returning for SEASON 3! https://t.co/Af56pD21YT
194,0.0,Mon Mar 19 13:43:39 +0000 2018,0.0,1.0,CBC,0.0,95,"RT @cbc_archives: This coming Sunday @MichaelBuble will be hosting the @TheJUNOAwards on @CBC! Here's a clip from 2000, in which he talks a…"
195,0.7339,Mon Mar 19 13:01:23 +0000 2018,0.0,0.708,CBC,0.292,96,@SimonUrwinPhoto @skscbc @dridgen Appreciate the shout out for @skscbc Simon! Thanks for listening to CBC podcasts! #lovecbc
196,0.0,Sun Mar 18 22:13:48 +0000 2018,0.0,1.0,CBC,0.0,97,@Awn1980 @draglikepull Hi Andrew. All HNIC games carried on CBC TV will also be live streamed on the CBC Sports app… https://t.co/T4oixoRFC0
197,0.4019,Sun Mar 18 21:53:10 +0000 2018,0.0,0.69,CBC,0.31,98,@angelamorales18 It definitely gives us the feels.
198,0.6892,Sun Mar 18 21:30:18 +0000 2018,0.0,0.39,CBC,0.61,99,@annarboralicia Hah! That's great!
199,0.0,Sun Mar 18 21:25:32 +0000 2018,0.0,1.0,CBC,0.0,100,@akohlsmith @cbcfreshair You can find clips here (https://t.co/4Dv0PHVX1k) and on their Facebook page: https://t.co/QQ6Hjj98Xu
200,0.0,Tue Mar 20 17:30:07 +0000 2018,0.0,1.0,CNN,0.0,1,Conservation groups sue to overturn the Trump administration's trophy hunting decision https://t.co/TrWv2rEaxF https://t.co/dZu9mPtjHb
201,0.0,Tue Mar 20 17:20:06 +0000 2018,0.0,1.0,CNN,0.0,2,"Within minutes of news of yet another school shooting, survivors of last month's massacre at a high school in Parkl… https://t.co/5iSFYxSJ7A"
202,0.4215,Tue Mar 20 17:10:08 +0000 2018,0.0,0.833,CNN,0.167,3,United Airlines says it is suspending a program that transports pets in cargo holds https://t.co/Fbamn4NEIp https://t.co/R19QomWoRf
203,0.5598,Tue Mar 20 17:00:10 +0000 2018,0.0,0.847,CNN,0.153,4,"Michelle Obama is so popular she needed more space. The painting of the former first lady, unveiled at the Smithson… https://t.co/MVW21uSZx2"
204,-0.3612,Tue Mar 20 17:00:08 +0000 2018,0.143,0.857,CNN,0.0,5,The National Rifle Association is criticizing Florida's Republican House Speaker Richard Corcoran for his comments… https://t.co/1tYOw2EkR3
205,0.5267,Tue Mar 20 16:54:35 +0000 2018,0.0,0.825,CNN,0.175,6,President Trump says he congratulated Vladimir Putin on winning the Russian presidential election. Trump also spoke… https://t.co/U6o1ceKRp3
206,0.296,Tue Mar 20 16:50:13 +0000 2018,0.0,0.905,CNN,0.095,7,Facebook's stock is sliding for the second day in a row. Shares fell another 5% Tuesday on the heels of the company… https://t.co/JfWDwvn2fe
207,0.0,Tue Mar 20 16:40:08 +0000 2018,0.0,1.0,CNN,0.0,8,Ohio might soon have an official state dog. 12 other states already do: https://t.co/qGUIsaFzjt https://t.co/i572sStWij
208,-0.5956,Tue Mar 20 16:34:14 +0000 2018,0.177,0.823,CNN,0.0,9,"President Trump: “The bombings in Austin are terrible… This is obviously a very, very sick individual or maybe indi… https://t.co/tGYi0x7G2C"
209,0.1779,Tue Mar 20 16:29:17 +0000 2018,0.0,0.876,CNN,0.124,10,Amazon CEO Jeff Bezos took a robot dog named SpotMini for a walk https://t.co/5gPk9Mg8l2 https://t.co/E4SCrpVtQn
210,-0.0572,Tue Mar 20 16:23:02 +0000 2018,0.111,0.788,CNN,0.1,11,"House Speaker Paul Ryan says he received ""assurances"" that President Trump is not considering firing special counse… https://t.co/AxtE5K2URe"
211,0.5267,Tue Mar 20 16:10:09 +0000 2018,0.0,0.815,CNN,0.185,12,President Trump congratulated Russia President Vladimir Putin on winning the Russian presidential election in a tel… https://t.co/OvLi4xk6AT
212,0.0,Tue Mar 20 16:00:08 +0000 2018,0.0,1.0,CNN,0.0,13,CNN's @JakeTapper will interview former FBI Director James @Comey on April 19 https://t.co/8cPVW1mzfK https://t.co/L3ouls0rnK
213,0.0,Tue Mar 20 15:52:08 +0000 2018,0.0,1.0,CNN,0.0,14,"K-pop group Red Velvet will be part of a group of South Korean pop stars who will be performing in Pyongyang, North… https://t.co/cWIpgYpowK"
214,-0.4019,Tue Mar 20 15:41:19 +0000 2018,0.137,0.863,CNN,0.0,15,Sheriff: Two students were injured during the shooting at a Maryland high school Tuesday morning just before classe… https://t.co/OBgR6SUZWq
215,0.0,Tue Mar 20 15:30:07 +0000 2018,0.0,1.0,CNN,0.0,16,96-year-old style icon Iris Apfel has become the oldest person ever to be immortalized as a Barbie doll… https://t.co/eXRHiRNKzC
216,0.0,Tue Mar 20 15:29:39 +0000 2018,0.0,1.0,CNN,0.0,17,"Officials in Maryland are holding a briefing on the shooting at a high school there earlier this morning.

Watch:… https://t.co/nQzePg5pH7"
217,0.0,Tue Mar 20 15:18:24 +0000 2018,0.0,1.0,CNN,0.0,18,"Police chief: A package exploded while traveling along an automated conveyor belt at the Schertz, Texas, FedEx faci… https://t.co/MiztO7K2Tc"
218,0.0,Tue Mar 20 15:11:58 +0000 2018,0.0,1.0,CNN,0.0,19,"Officials are holding a briefing following an explosion this morning at a FedEx facility near San Antonio.

Follow… https://t.co/zWpHuePVyO"
219,-0.5423,Tue Mar 20 14:57:55 +0000 2018,0.143,0.857,CNN,0.0,20,Tens of millions of people in some of the world's poorest areas could be displaced by climate change in just a few… https://t.co/4VdsGJUKO3
220,0.7579,Tue Mar 20 14:43:52 +0000 2018,0.097,0.609,CNN,0.294,21,"At least 3 people are injured after the shooting this morning at Great Mills High School in Great Mills, Maryland,… https://t.co/kFiLlST9Iy"
221,0.0,Tue Mar 20 14:30:20 +0000 2018,0.0,1.0,CNN,0.0,22,Your personal information is Facebook's currency. It's bought and sold every day. https://t.co/oRq26svDwq
222,-0.7366,Tue Mar 20 14:20:09 +0000 2018,0.293,0.707,CNN,0.0,23,"President Trump's opioid plan to kill drug dealers is about vengeance, not solutions, @fordvox writes for… https://t.co/I0MD7e2zSB"
223,0.0,Tue Mar 20 14:10:13 +0000 2018,0.0,1.0,CNN,0.0,24,"There has been, on average, 1 school shooting every week this year https://t.co/TFkgODHjDU https://t.co/7IK0NtPsKM"
224,-0.4939,Tue Mar 20 14:00:06 +0000 2018,0.144,0.856,CNN,0.0,25,"""We swipe left on your attempted scare tactics"": Female-friendly dating app Bumble took out a full-page ad in the N… https://t.co/vSfrhdNOEM"
225,-0.3612,Tue Mar 20 13:54:35 +0000 2018,0.122,0.878,CNN,0.0,26,"JUST IN: Police in Austin, Texas, are responding to a suspicious package at another FedEx facility.

A package at a… https://t.co/vXcO9lzCIQ"
226,-0.6249,Tue Mar 20 13:40:06 +0000 2018,0.272,0.728,CNN,0.0,27,This is how lawmakers plan to end the opioid crisis https://t.co/RqCTL6Eiue https://t.co/Ds0C57hAMl
227,0.0,Tue Mar 20 13:30:30 +0000 2018,0.0,1.0,CNN,0.0,28,Former Cambridge Analytica contractor Christopher Wylie tells CNN’s @donlemon that he helped build a “psychological… https://t.co/mlsw9O6OY4
228,0.8481,Tue Mar 20 13:14:24 +0000 2018,0.0,0.687,CNN,0.313,29,"Here’s a look from the scene outside Great Mills High School in Great Mills, Maryland, which is currently on lockdo… https://t.co/HqZMB7Gxd9"
229,0.6249,Tue Mar 20 13:07:20 +0000 2018,0.0,0.823,CNN,0.177,30,"Agents with the FBI and ATF are responding to the reported shooting at a high school in Great Mills, Maryland… https://t.co/i1vl1AHwUU"
230,0.0,Tue Mar 20 12:51:57 +0000 2018,0.0,1.0,CNN,0.0,31,"The school is on lock down, according to the school district, and the incident has been contained.

Follow for upda… https://t.co/M0I07ONc4n"
231,0.8481,Tue Mar 20 12:43:12 +0000 2018,0.0,0.687,CNN,0.313,32,BREAKING: St. Mary’s County Public Schools says there has been a shooting at Great Mills High School in Great Mills… https://t.co/n1lLVTSzGv
232,0.0,Tue Mar 20 12:40:06 +0000 2018,0.0,1.0,CNN,0.0,33,Delta Airlines misrouted an Idaho man's 8-week-old puppy on a cross-country trip -- landing in Las Vegas and Salt L… https://t.co/zWB4sbm1iG
233,-0.4767,Tue Mar 20 12:30:03 +0000 2018,0.14,0.86,CNN,0.0,34,The younger brother of the Parkland gunman was arrested Monday for trespassing on the campus of Marjory Stoneman Do… https://t.co/4EvL7EBc6E
234,0.0,Tue Mar 20 12:20:12 +0000 2018,0.0,1.0,CNN,0.0,35,Robert Mueller has Donald Trump in a box. | Analysis by @StCollinson https://t.co/EenPN3xyq7 https://t.co/47ImR1v3zj
235,-0.6369,Tue Mar 20 12:10:08 +0000 2018,0.226,0.704,CNN,0.07,36,A load of gold worth up to $54 million went missing during the Civil War. There may be a break in the case.… https://t.co/0JhOYk2vaw
236,0.34,Tue Mar 20 12:00:11 +0000 2018,0.0,0.882,CNN,0.118,37,"Facebook's value plunges $37 billion on news that data firm Cambridge Analytica, which had ties to Trump's campaign… https://t.co/pTaWnIxceP"
237,-0.1027,Tue Mar 20 11:53:06 +0000 2018,0.14,0.736,CNN,0.124,38,"The world's last male northern white rhino has died, leaving only two females left to save the subspecies from exti… https://t.co/xDwFSk3ndr"
238,0.0,Tue Mar 20 11:45:57 +0000 2018,0.0,1.0,CNN,0.0,39,Former Vice President Joe Biden will meet with Latino leaders at a fundraiser in Miami today https://t.co/sWcY9CXY0L https://t.co/VyVTe1T19P
239,-0.25,Tue Mar 20 11:30:15 +0000 2018,0.1,0.9,CNN,0.0,40,"Possible tornadoes were reported to have torn apart homes, shredded buildings and knocked down power lines and tree… https://t.co/TXsjyjVDir"
240,-0.7506,Tue Mar 20 11:19:03 +0000 2018,0.46,0.404,CNN,0.136,41,How your next meal could help fight depression and stress https://t.co/cCJz0V12Ch https://t.co/fSeewTLfUu
241,-0.5994,Tue Mar 20 11:06:48 +0000 2018,0.196,0.804,CNN,0.0,42,"5 things for Tuesday:

- Russia investigation
- ISIS in Syria
- Self-driving car death
- China &amp; Taiwan
- Turpin ch… https://t.co/hoVqpGDsb8"
242,0.0,Tue Mar 20 10:51:45 +0000 2018,0.0,1.0,CNN,0.0,43,BREAKING: An explosion overnight at a FedEx facility near San Antonio may be linked with four recent blasts in Aust… https://t.co/tnjvBwBl1g
243,0.0,Tue Mar 20 10:41:37 +0000 2018,0.0,1.0,CNN,0.0,44,The data scientist who gathered info on millions of Facebook users for a firm tied to Trump's campaign says he'd be… https://t.co/K5Yh5bcdSA
244,-0.5423,Tue Mar 20 10:27:38 +0000 2018,0.143,0.857,CNN,0.0,45,Tens of millions of people in some of the world's poorest areas could be displaced by climate change in just a few… https://t.co/NVtwsC6Npy
245,-0.1027,Tue Mar 20 10:14:36 +0000 2018,0.145,0.726,CNN,0.129,46,The world's last male northern white rhino has died. Now experts are turning to science to save the subspecies https://t.co/7uqlVnwKS9
246,0.25,Tue Mar 20 08:44:25 +0000 2018,0.0,0.895,CNN,0.105,47,US President Trump has signed an executive order banning US citizens from buying Venezuela's newly created cryptocu… https://t.co/oOwF0OTrNm
247,0.0,Tue Mar 20 08:31:41 +0000 2018,0.0,1.0,CNN,0.0,48,This village in China is a modern-day shrine to President Xi Jinping. CNN paid a visit and were followed by securit… https://t.co/CFX3QycJcJ
248,-0.8979,Tue Mar 20 08:19:01 +0000 2018,0.398,0.602,CNN,0.0,49,"""All acts and tricks to split the motherland are doomed to failure and will be condemned by the people and punished… https://t.co/oD9PrLELgu"
249,0.0,Tue Mar 20 08:07:55 +0000 2018,0.0,1.0,CNN,0.0,50,Delta Airlines misrouted an Idaho man's 8-week-old puppy on a cross-country trip -- landing in Las Vegas and Salt L… https://t.co/FOkdT3e1Y7
250,0.0,Tue Mar 20 08:01:01 +0000 2018,0.0,1.0,CNN,0.0,51,"Neanderthals, Denisovans and our ancestors were mixing and mingling a long time ago -- and some of our genetics can… https://t.co/VkXGPKzK9N"
251,-0.7269,Tue Mar 20 07:53:09 +0000 2018,0.276,0.724,CNN,0.0,52,"The Cambridge Analytica scandal has done immense damage to the Facebook brand, sources across the company believe… https://t.co/EjcHYYvul9"
252,0.34,Tue Mar 20 07:42:06 +0000 2018,0.0,0.882,CNN,0.118,53,"Facebook's value plunges $37 billion on news that data firm Cambridge Analytica, which had ties to Trump's campaign… https://t.co/2N2l7AoNZ7"
253,-0.3818,Tue Mar 20 07:31:09 +0000 2018,0.106,0.894,CNN,0.0,54,Patients who visit emergency rooms are getting hit with sky-high bills. Spending on an ER visit in the US rose to $… https://t.co/1TvD7xi3ZD
254,0.0,Tue Mar 20 07:17:12 +0000 2018,0.0,1.0,CNN,0.0,55,"How a designer got his scarf into ""Black Panther"" https://t.co/PZFJ6EQBGX https://t.co/5afeV6hll3"
255,0.0,Tue Mar 20 07:01:03 +0000 2018,0.0,1.0,CNN,0.0,56,This single mother and her four children were living out of their car. Then a cop decided he had to do something.… https://t.co/OHbvJtH2mU
256,0.0,Tue Mar 20 06:57:03 +0000 2018,0.0,1.0,CNN,0.0,57,The US announces the start date for its annual military exercises with South Korea as President Trump readies for a… https://t.co/XhKwzBWxnI
257,0.0,Tue Mar 20 06:44:27 +0000 2018,0.0,1.0,CNN,0.0,58,Correction: This story has been updated to clarify that Sudan was a northern white rhino. https://t.co/sxb8eAeKcT https://t.co/3IAFpojlJK
258,-0.1027,Tue Mar 20 06:33:32 +0000 2018,0.145,0.726,CNN,0.129,59,The world's last male white rhino has died leaving only two females left to save the species from extinction.… https://t.co/mN92F0nLwL
259,0.25,Tue Mar 20 06:31:07 +0000 2018,0.212,0.481,CNN,0.308,60,9/11 hero who saved hundreds dies of cancer at age 45 https://t.co/RsYz8zDVX4 https://t.co/eAW7TRsPyD
260,-0.7717,Tue Mar 20 06:10:42 +0000 2018,0.325,0.675,CNN,0.0,61,"Amnesty International has accused the Nigerian army of failing to act on ""advance warnings"" given a few hours befor… https://t.co/OzUer6y6xw"
