,Compound,Date,Negative,Neutral,News Source,Positive,Tweet Count,Tweet Text
261,-0.2263,Tue Mar 20 06:06:33 +0000 2018,0.106,0.894,CNN,0.0,62,"Undercover British television report is ""edited and scripted to grossly misrepresent the nature of those conversati… https://t.co/DQbCb3eF1W"
262,0.25,Tue Mar 20 06:01:04 +0000 2018,0.0,0.889,CNN,0.111,63,President Trump has signed an executive order banning US citizens from buying Venezuela's newly created cryptocurre… https://t.co/atpoLD928t
263,0.7269,Tue Mar 20 05:50:55 +0000 2018,0.0,0.747,CNN,0.253,64,"A military band plays out the delegates in the Great Hall of the People, ending the 13th National People's Congress… https://t.co/kpJXcbpoep"
264,0.0,Tue Mar 20 05:31:05 +0000 2018,0.0,1.0,CNN,0.0,65,Your personal information is Facebook's currency. It's bought and sold every day. https://t.co/6s4nc2UgOs
265,-0.8979,Tue Mar 20 05:26:27 +0000 2018,0.398,0.602,CNN,0.0,66,"""All acts and tricks to split the motherland are doomed to failure and will be condemned by the people and punished… https://t.co/MbjE8JbxyM"
266,0.0,Tue Mar 20 05:21:27 +0000 2018,0.0,1.0,CNN,0.0,67,"""Trump is Nixon on steroids and stilts.""

John Dean, who served as White House counsel for President Richard Nixon… https://t.co/BwMCukpgiN"
267,-0.6124,Tue Mar 20 05:10:16 +0000 2018,0.167,0.833,CNN,0.0,68,"Six months after Hurricane Maria devastated Puerto Rico, the news is the return of normalcy for some. But the road… https://t.co/EqmCCIZ98P"
268,-0.1689,Tue Mar 20 05:01:04 +0000 2018,0.094,0.906,CNN,0.0,69,"In 1999, there were more than 2 million pay phones across America. 100,000 are left today. https://t.co/YhVnkog7mu https://t.co/RdQyhgYJMW"
269,0.0,Tue Mar 20 04:57:54 +0000 2018,0.0,1.0,CNN,0.0,70,"(Correction) Ballerina Misty Copeland made history in 2015, becoming the 1st female African American principal danc… https://t.co/KX0wCvTVZ6"
270,-0.7269,Tue Mar 20 04:46:04 +0000 2018,0.276,0.724,CNN,0.0,71,"The Cambridge Analytica scandal has done immense damage to the Facebook brand, sources across the company believe… https://t.co/DdqhcY78x9"
271,0.0,Tue Mar 20 04:31:05 +0000 2018,0.0,1.0,CNN,0.0,72,96-year-old style icon Iris Apfel has become the oldest person ever to be immortalized as a Barbie doll… https://t.co/6dOW9LLZfx
272,0.0,Tue Mar 20 04:21:24 +0000 2018,0.0,1.0,CNN,0.0,73,"Speaking at the closure of the 13th National People's Congress, Chinese President Xi Jinping delivered a confident,… https://t.co/OxfcUDYKkw"
273,-0.8126,Tue Mar 20 04:16:42 +0000 2018,0.33,0.67,CNN,0.0,74,"""President Trump is acting guilty as hell going after Mueller,"" says Democratic Sen. Chris Van Hollen… https://t.co/beD34Po0QU"
274,-0.7579,Tue Mar 20 04:14:25 +0000 2018,0.277,0.723,CNN,0.0,75,The studio co-founded by disgraced movie mogul Harvey Weinstein has been crippled by the sexual harassment and assa… https://t.co/gKN3STMjVu
275,0.0,Tue Mar 20 04:09:57 +0000 2018,0.0,1.0,CNN,0.0,76,This village in China is a modern-day shrine to President Xi Jinping. CNN paid a visit and were followed by securit… https://t.co/A1HvaNuj8B
276,-0.743,Tue Mar 20 04:01:03 +0000 2018,0.259,0.741,CNN,0.0,77,A 9-year-old boy retrieved a gun from his parents' bedroom and shot his 13-year-old sister to death after the two g… https://t.co/1CXndSSZuE
277,0.0,Tue Mar 20 03:59:53 +0000 2018,0.0,1.0,CNN,0.0,78,"Ballerina Misty Copeland made history in 2015, becoming the first principal dancer for American Ballet Theatre. We’… https://t.co/kuuodA3nas"
278,0.0772,Tue Mar 20 03:31:02 +0000 2018,0.0,0.936,CNN,0.064,79,Mississippi Gov. Phil Bryant has signed into law a bill that prevents women from getting abortions after 15 weeks o… https://t.co/VILPjdWHhz
279,0.4576,Tue Mar 20 03:16:07 +0000 2018,0.0,0.875,CNN,0.125,80,"Susan Pompeo, wife of CIA chief Mike Pompeo, has taken on an unusually active role for a CIA spouse in agency affai… https://t.co/kCo2Mh2rkR"
280,0.0,Tue Mar 20 03:09:18 +0000 2018,0.0,1.0,CNN,0.0,81,Wylie discusses Cambridge Analytica's possible connections to Russia: “I am concerned we made Russia aware of the p… https://t.co/zJnKlQkUQJ
281,0.0,Tue Mar 20 03:01:06 +0000 2018,0.0,1.0,CNN,0.0,82,"How a designer got his scarf into ""Black Panther"" https://t.co/vIjG20TbWu https://t.co/GDD5ibMslm"
282,-0.5267,Tue Mar 20 02:56:57 +0000 2018,0.152,0.848,CNN,0.0,83,“Facebook’s only doing something now because I am coming out and speaking out.” Wylie says he is frustrated with th… https://t.co/w9a7vSaOAc
283,0.2263,Tue Mar 20 02:46:53 +0000 2018,0.0,0.905,CNN,0.095,84,"Wylie says Cambridge Analytica had tested Trump campaign slogans since 2014: ""I was surprised when I saw the Trump… https://t.co/a8PZRMDTnx"
284,0.0,Tue Mar 20 02:46:06 +0000 2018,0.0,1.0,CNN,0.0,85,Why Mark Zuckerberg needs to testify before Congress | By Kara Alaimo via @CNNOpinion https://t.co/xdgtqjnNK6 https://t.co/QGVEi85ce1
285,0.0,Tue Mar 20 02:34:49 +0000 2018,0.0,1.0,CNN,0.0,86,Former Cambridge Analytica contractor Christopher Wylie tells CNN’s @donlemon that he helped build a “psychological… https://t.co/uzQAgripRy
286,-0.7579,Tue Mar 20 02:31:05 +0000 2018,0.277,0.723,CNN,0.0,87,"A 19-year-old US student who went missing over the weekend has been found dead in Bermuda, authorities there say… https://t.co/ZBGYwmmQQt"
287,0.0,Tue Mar 20 02:25:44 +0000 2018,0.0,1.0,CNN,0.0,88,Delta Airlines misrouted an Idaho man's 8-week-old puppy on a cross-country trip -- landing in Las Vegas and Salt L… https://t.co/4xzHQ2OpOQ
288,-0.3597,Tue Mar 20 02:16:04 +0000 2018,0.168,0.723,CNN,0.108,89,"As President Trump's reaction to special counsel Robert Mueller grows more irate by the day, attorneys on both side… https://t.co/PAGvAKksV2"
289,0.0,Tue Mar 20 02:06:05 +0000 2018,0.0,1.0,CNN,0.0,90,The US announces the start date for its annual military exercises with South Korea as President Trump readies for a… https://t.co/3fNnGF2WTM
290,0.2263,Tue Mar 20 02:01:04 +0000 2018,0.102,0.756,CNN,0.142,91,"A Marjory Stoneman Douglas graduate is making a sculpture to honor the school shooting victims. The names of the ""1… https://t.co/OGSqWoxYD0"
291,0.0,Tue Mar 20 01:58:57 +0000 2018,0.0,1.0,CNN,0.0,92,"RT @AC360: Republican Rep. Matt Gaetz says Attorney General Jeff Sessions would be ""right to renounce his recusal, to re-establish command…"
292,0.34,Tue Mar 20 01:56:02 +0000 2018,0.0,0.882,CNN,0.118,93,"Facebook's value plunges $37 billion on news that data firm Cambridge Analytica, which had ties to Trump's campaign… https://t.co/VTPrmyYTEc"
293,0.0,Tue Mar 20 01:51:06 +0000 2018,0.0,1.0,CNN,0.0,94,"It's official: ""Sex and the City"" star Cynthia Nixon has announced that she is throwing her hat in the New York gub… https://t.co/Dy0HfIgbQI"
294,-0.6249,Tue Mar 20 01:50:33 +0000 2018,0.221,0.779,CNN,0.0,95,RT @AC360: Anderson Cooper: President Trump's recent actions aimed at undermining the institutions that he believes threaten him is a patte…
295,0.659,Tue Mar 20 01:46:05 +0000 2018,0.0,0.759,CNN,0.241,96,"Alex Stamos, Facebook's chief security officer, says he's still ""fully engaged"" in his work at Facebook following r… https://t.co/ArNf1dJY7L"
296,-0.1531,Tue Mar 20 01:45:46 +0000 2018,0.124,0.775,CNN,0.101,97,"RT @OutFrontCNN: Comedian John Oliver, Vice President Mike Pence, a pair of bunny books, and one ""hopping mad"" publisher. This is the tale…"
297,-0.7699,Tue Mar 20 01:41:06 +0000 2018,0.288,0.712,CNN,0.0,98,The NTSB wants the FAA to ban commercial flights' use of harness systems that don't allow for easy release during e… https://t.co/W2wiBEX3Vd
298,0.1531,Tue Mar 20 01:31:08 +0000 2018,0.096,0.78,CNN,0.124,99,First lady Melania Trump made a rare appearance that included public remarks in support of those battling the opioi… https://t.co/wIYSztOJIm
299,0.0,Tue Mar 20 01:24:06 +0000 2018,0.0,1.0,CNN,0.0,100,The spending bill that Congress is expected to usher though this week will most likely not include sexual harassmen… https://t.co/cwWMuYOKWS
300,-0.4767,Tue Mar 20 17:30:21 +0000 2018,0.22,0.78,FoxNews,0.0,1,Maryland Governor @LarryHogan: “Our hearts are broken. We’re extremely saddened.” https://t.co/fQM8o6NGry https://t.co/jwVQXV9O6r
301,0.0,Tue Mar 20 17:24:57 +0000 2018,0.0,1.0,FoxNews,0.0,2,News conference underway on Maryland school shooting https://t.co/fQM8o6NGry https://t.co/yln8IxxNZb
302,-0.7184,Tue Mar 20 17:15:44 +0000 2018,0.261,0.739,FoxNews,0.0,3,"Breaking News: Minneapolis cop who fatally shot unarmed Australian woman in 2017 turns himself in, charged with mur… https://t.co/CpmXiihkWq"
303,0.0,Tue Mar 20 17:03:09 +0000 2018,0.0,1.0,FoxNews,0.0,4,"RT @EricShawnTV: If @POTUS @realDonaldTrump fires #RobertMueller, @TheDemocrats Rep. @RepSwalwell tells @FoxNews: ""Americans would take to…"
304,0.0,Tue Mar 20 16:53:01 +0000 2018,0.0,1.0,FoxNews,0.0,5,.@jasoninthehouse: “I don’t believe that Jeff Sessions is up to the job. I think the attorney general is inept and… https://t.co/KtkLqzkrFb
305,0.0,Tue Mar 20 16:44:26 +0000 2018,0.0,1.0,FoxNews,0.0,6,"JUST IN: @POTUS: Texas bomber is 'very sick,' says 'we will get to the bottom of it' https://t.co/X6tqZknk4Z"
306,-0.5994,Tue Mar 20 16:37:16 +0000 2018,0.262,0.738,FoxNews,0.0,7,"100-year-old runner, a World War II vet, sets 5 new world track records https://t.co/0mJ8ZVGtX4"
307,0.0,Tue Mar 20 16:35:08 +0000 2018,0.0,1.0,FoxNews,0.0,8,".@POTUS: “I had a call with President Putin and congratulated him on the victory, his electoral victory… We will pr… https://t.co/NGgamhJmKt"
308,-0.5956,Tue Mar 20 16:31:46 +0000 2018,0.185,0.815,FoxNews,0.0,9,".@POTUS: “The bombings in Austin are terrible… This is obviously a very, very sick individual or maybe individuals.” https://t.co/mwzDwHD6gg"
309,0.0,Tue Mar 20 16:05:37 +0000 2018,0.0,1.0,FoxNews,0.0,10,College student reinstated after 18-day exile from Christianity class for gender speech (via @calebparke) https://t.co/BGlUJQvOVa
310,0.0,Tue Mar 20 16:03:24 +0000 2018,0.0,1.0,FoxNews,0.0,11,First day of spring arrives: 5 things to know about the vernal equinox https://t.co/JOBsioj868
311,0.674,Tue Mar 20 16:00:54 +0000 2018,0.08,0.623,FoxNews,0.297,12,OPINION: Supreme Court should not allow California to force pro-life pregnancy centers to promote abortion https://t.co/BcQ2tnQo5l
312,0.7506,Tue Mar 20 15:54:47 +0000 2018,0.0,0.632,FoxNews,0.368,13,.@Walmart customer's kind gesture for veteran goes viral: 'I'm grateful for you' https://t.co/ILmK3OL7Eu
313,0.5994,Tue Mar 20 15:46:17 +0000 2018,0.0,0.671,FoxNews,0.329,14,"House GOP leaders McCarthy, Scalise join calls for second special counsel https://t.co/4mNPCakvKX"
314,-0.4215,Tue Mar 20 15:46:00 +0000 2018,0.268,0.606,FoxNews,0.126,15,"Silence from Zuckerberg, Sandberg on Facebook scandal like putting 'gasoline on the fire' https://t.co/DDmREhgSaF… https://t.co/iEzajw3ELX"
315,-0.34,Tue Mar 20 15:44:38 +0000 2018,0.156,0.844,FoxNews,0.0,16,Man with gun reported at Panera Bread restaurant near Princeton University (via: @luciasuarezsang) https://t.co/4tG0INB8d5
316,-0.4404,Tue Mar 20 15:41:32 +0000 2018,0.29,0.539,FoxNews,0.17,17,"JUST IN: Shooter dead, two injured after shooting at Great Mills High School in Maryland https://t.co/PR7p3gulEQ"
317,0.0,Tue Mar 20 15:34:29 +0000 2018,0.0,1.0,FoxNews,0.0,18,Officials give an update on the school shooting in Maryland https://t.co/fQM8o6NGry https://t.co/FkV7sdojWv
318,-0.128,Tue Mar 20 15:28:00 +0000 2018,0.168,0.694,FoxNews,0.139,19,"Facebook data scandal: Social network's security chief in spotlight, reportedly leaving this year… https://t.co/7a8acG1dsQ"
319,-0.25,Tue Mar 20 15:18:24 +0000 2018,0.2,0.8,FoxNews,0.0,20,Expelled Russian diplomats begin trek back to Moscow https://t.co/jfxuSx4KFH
320,0.6249,Tue Mar 20 15:17:40 +0000 2018,0.0,0.76,FoxNews,0.24,21,Shooting at Great Mills High School in Maryland injures at least three people https://t.co/PR7p3gulEQ
321,0.0,Tue Mar 20 15:14:03 +0000 2018,0.0,1.0,FoxNews,0.0,22,"Spring nor'easter could bring upwards of 18 inches of snow, hampering Wednesday commute https://t.co/mk24na0mFc"
322,0.296,Tue Mar 20 15:10:58 +0000 2018,0.0,0.872,FoxNews,0.128,23,Crews Work to Restore Puerto Rico’s Power Grid Six Months after Hurricane Maria; @BryanLlenas reports https://t.co/KwHQaB0f5x
323,0.0,Tue Mar 20 15:10:14 +0000 2018,0.0,1.0,FoxNews,0.0,24,Authorities hold news conference on explosion at Texas @FedEx plant https://t.co/X5flwoWkDc https://t.co/hoJFFi0daN
324,0.4005,Tue Mar 20 15:00:26 +0000 2018,0.0,0.881,FoxNews,0.119,25,".@RepSwalwell: “If the president is completely innocent, he should just cooperate and get out of the way of this in… https://t.co/3fTIQNRzOa"
325,-0.7579,Tue Mar 20 14:59:51 +0000 2018,0.302,0.698,FoxNews,0.0,26,.@RepSwalwell: “I think it would cause a constitutional crisis if the president were able to fire [Mueller].” https://t.co/oQpFv4Jmdg
326,0.0,Tue Mar 20 14:54:42 +0000 2018,0.0,1.0,FoxNews,0.0,27,.@RepSwalwell: “We should act immediately to preserve Bob Mueller’s role.” https://t.co/pfJtzoMCpg
327,-0.4019,Tue Mar 20 14:51:47 +0000 2018,0.184,0.816,FoxNews,0.0,28,"Southern California town stands up to state, votes to reject sanctuary law https://t.co/UCWhWd0DR2"
328,0.0,Tue Mar 20 14:50:58 +0000 2018,0.0,1.0,FoxNews,0.0,29,RT @MikeEmanuelFox: Congress still wrestling with a $1.3 trillion Omnibus funding package-facing a Friday night deadline-from @AmericaNewsr…
329,-0.5574,Tue Mar 20 14:48:56 +0000 2018,0.175,0.825,FoxNews,0.0,30,".@RajShah45: “We think that the DACA program, which President Obama put into effect, is illegal and unconstitutiona… https://t.co/4LUKeEULYx"
330,0.4939,Tue Mar 20 14:45:51 +0000 2018,0.0,0.868,FoxNews,0.132,31,.@RajShah45: “We remain confident that by the end of the week we’re going to have a funding bill that funds this Wh… https://t.co/RI6EK8Tmj4
331,-0.5065,Tue Mar 20 14:41:33 +0000 2018,0.204,0.743,FoxNews,0.052,32,".@RajShah45: “The president maintains that there was no collusion, no obstruction in this matter and… once the spec… https://t.co/cFXXkLBS4m"
332,0.0,Tue Mar 20 14:34:20 +0000 2018,0.0,1.0,FoxNews,0.0,33,.@VP Mike Pence delivers remarks commemorating @POTUS’s National Agriculture Day proclamation. https://t.co/fJArfSD6YY
333,-0.6979,Tue Mar 20 14:32:40 +0000 2018,0.285,0.715,FoxNews,0.0,34,"RT @FoxBusiness: ""We aren't interested in being PC, we aren't interested in being packaged, we're interested in being authentic.""

@EKANard…"
334,0.0,Tue Mar 20 14:28:45 +0000 2018,0.0,1.0,FoxNews,0.0,35,".@newtgingrich: “Every time the president tweets about Robert Mueller, he makes Mueller bigger and more important.” https://t.co/njql6cmpCp"
335,0.0,Tue Mar 20 14:18:16 +0000 2018,0.0,1.0,FoxNews,0.0,36,RT @FoxBusiness: #BreakingNews: @FedEx responds to explosion at facility near San Antonio. https://t.co/cD1ujWSnFY
336,0.4939,Tue Mar 20 14:17:52 +0000 2018,0.0,0.856,FoxNews,0.144,37,"RT @FoxBusiness: .@charlipence on @iamjohnoliver's parody book on the second family's pet bunny: ""His book is contributing to charities tha…"
337,0.0,Tue Mar 20 14:00:08 +0000 2018,0.0,1.0,FoxNews,0.0,38,.@GOP leaders hold a news conference https://t.co/5IYWv0tMVJ
338,0.3612,Tue Mar 20 13:37:05 +0000 2018,0.0,0.839,FoxNews,0.161,39,.@cvpayne on Wealthy Dems' Town Hall on Income Inequality: The 'Hypocrisy' Goes On https://t.co/Yt7Vex0DUO
339,0.0,Tue Mar 20 13:22:50 +0000 2018,0.0,1.0,FoxNews,0.0,40,Disney to make live-action 'Lady and the Tramp' adaptation https://t.co/wB774V3s96
340,0.4019,Tue Mar 20 13:17:54 +0000 2018,0.0,0.886,FoxNews,0.114,41,.@SenJohnKennedy: “The real issue in the budget is how can we properly fund the fence? How can we properly help our… https://t.co/q9jaM1xYVx
341,-0.3818,Tue Mar 20 13:14:58 +0000 2018,0.191,0.809,FoxNews,0.0,42,.@SenJohnKennedy: “We need a budget. It’s embarrassing that we don’t have one.” https://t.co/GVm2rr98Zf
342,0.0,Tue Mar 20 13:11:45 +0000 2018,0.0,1.0,FoxNews,0.0,43,"Device explodes in FedEx building outside San Antonio, police say (via @RyanGaydos @travfed)  https://t.co/fqlCo4ZcKf"
343,0.0,Tue Mar 20 12:56:56 +0000 2018,0.0,1.0,FoxNews,0.0,44,"RT @FoxBusiness: Volkswagen to build new SUV at Tennessee plant, invest $340M https://t.co/zGiebJcleQ https://t.co/82YePpALMY"
344,-0.4215,Tue Mar 20 12:55:20 +0000 2018,0.152,0.784,FoxNews,0.064,45,.@PressSec: “Sanctuary cities are a dangerous thing… When cities start picking and choosing laws that they want to… https://t.co/6uaFY6NomM
345,0.0,Tue Mar 20 12:50:16 +0000 2018,0.0,1.0,FoxNews,0.0,46,.@PressSec: “The Democrats would much rather use DACA recipients as pawns instead of actually putting real solution… https://t.co/jglYrrBerZ
346,0.6249,Tue Mar 20 12:43:18 +0000 2018,0.0,0.745,FoxNews,0.255,47,"JUST IN: Shooting at Great Mills High School in Maryland, school confirms https://t.co/PR7p3gulEQ"
347,-0.3182,Tue Mar 20 12:33:00 +0000 2018,0.231,0.769,FoxNews,0.0,48,.@JessicaTarlov: “I think Hillary Clinton is genuinely sorry that she offended anyone.” https://t.co/UOh5woSUKR
348,-0.7269,Tue Mar 20 12:26:59 +0000 2018,0.604,0.396,FoxNews,0.0,49,Austin package bomb attacks timeline https://t.co/i519X5gFs5
349,-0.8176,Tue Mar 20 12:12:41 +0000 2018,0.349,0.651,FoxNews,0.0,50,China's Xi takes swipe at Trump's new 'doomed to failure' Taiwan policy in nationalistic speech https://t.co/gMVXLkYPSs
350,0.1695,Tue Mar 20 11:58:45 +0000 2018,0.124,0.715,FoxNews,0.161,51,Shelley Hasselbrink on @foxandfriends: “We need to not support illegal anything in our city.”… https://t.co/nt2OQNrDi7
351,-0.296,Tue Mar 20 11:51:24 +0000 2018,0.216,0.784,FoxNews,0.0,52,Students volunteer to lower and fold flag @foxandfriends https://t.co/Z2a5vECREF
352,0.0,Tue Mar 20 11:40:50 +0000 2018,0.0,1.0,FoxNews,0.0,53,"Device explodes in FedEx building outside San Antonio, police say https://t.co/X5flwoWkDc https://t.co/WT7b1ypnLm"
353,-0.2263,Tue Mar 20 11:33:15 +0000 2018,0.079,0.921,FoxNews,0.0,54,Mark Penn on @HillaryClinton: “It’s time for her to talk about the issues that she spent her life on. Forget the el… https://t.co/YrJzEDXDAD
354,-0.4767,Tue Mar 20 11:15:08 +0000 2018,0.272,0.728,FoxNews,0.0,55,John Oliver slammed for 'controversial and partisan' mockery of Pence family bunny https://t.co/VZBU4q9OV2
355,0.0516,Tue Mar 20 11:11:58 +0000 2018,0.168,0.652,FoxNews,0.179,56,OPINION: Cal Thomas: California's pro-abortion FACT Act is an attack on free speech https://t.co/GVHx2n5X6M
356,0.0,Tue Mar 20 11:08:29 +0000 2018,0.0,1.0,FoxNews,0.0,57,.@Judgenap and @foxandfriends: “Congress and the states can’t force speech…The government can’t force you to expres… https://t.co/r0onh4zRKS
357,-0.4019,Tue Mar 20 11:03:21 +0000 2018,0.184,0.816,FoxNews,0.0,58,"Southern California town stands up to state, votes to reject sanctuary law https://t.co/UCWhWd0DR2"
358,0.0,Tue Mar 20 11:00:09 +0000 2018,0.0,1.0,FoxNews,0.0,59,"UPDATE: San Antonio FedEx blast likely linked to Austin bombings, FBI says https://t.co/ATafK5ix9q"
359,0.6597,Tue Mar 20 10:55:09 +0000 2018,0.131,0.508,FoxNews,0.36,60,"OPINION: Retired US, British and French top generals: In a dangerous world, everyone needs trustworthy friends https://t.co/2STh0ZKUaW"
360,-0.6249,Tue Mar 20 10:53:44 +0000 2018,0.204,0.796,FoxNews,0.0,61,.@cvpayne on @foxandfriends: “Everywhere where progressives have been in control…they are the worst places in this… https://t.co/CGkhXK38Mq
361,0.0,Tue Mar 20 10:48:15 +0000 2018,0.0,1.0,FoxNews,0.0,62,.@JaniceDean gives an update on the weather on @foxandfriends https://t.co/fz3Gjg2Rm2
362,0.0,Tue Mar 20 10:43:10 +0000 2018,0.0,1.0,FoxNews,0.0,63,"Device explodes in FedEx building outside San Antonio, police say https://t.co/fqlCo4ZcKf  @ToddPiro https://t.co/oeyNdDyV8m"
363,-0.3182,Tue Mar 20 10:34:28 +0000 2018,0.202,0.798,FoxNews,0.0,64,.@JessicaTarlov on @foxandfriends: “I think Hillary Clinton is genuinely sorry that she offended anyone.” https://t.co/YGJFlzp2cT
364,0.6557,Tue Mar 20 10:30:01 +0000 2018,0.0,0.77,FoxNews,0.23,65,".@POTUS on drug traffickers: “My Department of Justice will be seeking so many, much tougher penalties than we’ve e… https://t.co/hXtL5sIoR9"
365,0.0,Tue Mar 20 10:27:41 +0000 2018,0.0,1.0,FoxNews,0.0,66,Terry Turchie on device explosion at a FedEx facility in Texas @foxandfriends https://t.co/fqlCo4ZcKf https://t.co/RsiHNjun4u
366,-0.4767,Tue Mar 20 10:19:25 +0000 2018,0.256,0.744,FoxNews,0.0,67,Uber's self-driving car accident latest hit to ride-share's reputation https://t.co/tmOkJ4SQ5w
367,0.0,Tue Mar 20 10:15:00 +0000 2018,0.191,0.617,FoxNews,0.191,68,Arrested spring breakers flash big smiles on bus headed to jail https://t.co/152dQdRxCG
368,-0.1027,Tue Mar 20 10:08:00 +0000 2018,0.062,0.938,FoxNews,0.0,69,".@POTUS: “We pay, as a country, so much more for drugs because of the drug lobbies &amp; other reasons…If you compare o… https://t.co/Vv2JZiD9IV"
369,0.0,Tue Mar 20 10:04:46 +0000 2018,0.0,1.0,FoxNews,0.0,70,"JUST IN: Device explodes in FedEx building outside San Antonio, police say https://t.co/fqlCo4ZcKf https://t.co/ViApZh4klP"
370,-0.7717,Tue Mar 20 10:00:03 +0000 2018,0.271,0.729,FoxNews,0.0,71,"During a speech about new efforts to fight the opioid crisis on Monday, @POTUS once again called for a border wall,… https://t.co/rRGzZsOkDV"
371,-0.7506,Tue Mar 20 09:51:01 +0000 2018,0.561,0.439,FoxNews,0.0,72,.@POTUS's initiative to stop opioid abuse https://t.co/oTcY26di0w
372,-0.5574,Tue Mar 20 09:45:30 +0000 2018,0.231,0.769,FoxNews,0.0,73,Former French President Sarkozy placed in custody over illegal campaign funding: report https://t.co/mdZ2R02SbN
373,-0.7184,Tue Mar 20 09:40:51 +0000 2018,0.261,0.739,FoxNews,0.0,74,".@jasoninthehouse on the firing of Andrew McCabe: ""You just don’t get fired overnight, this is something that proba… https://t.co/A2IbRlOZCX"
374,-0.5106,Tue Mar 20 09:30:01 +0000 2018,0.229,0.672,FoxNews,0.099,75,An 18-year-old gorilla at @phillyzoo hates to get his hands dirty. That’s why he sometimes walks upright like a hum… https://t.co/k3pwrSJqQn
375,-0.4019,Tue Mar 20 09:22:27 +0000 2018,0.172,0.828,FoxNews,0.0,76,"Southern California town stands up to state, votes to reject sanctuary law https://t.co/UCWhWd0DR2 https://t.co/YIfVZPKOge"
376,0.0,Tue Mar 20 09:18:45 +0000 2018,0.0,1.0,FoxNews,0.0,77,"Chris Swecker: “The way the bombs are constructed, obviously this person has some skills.” https://t.co/77RBmNOnF1 https://t.co/EnMpBXAKAv"
377,0.0,Tue Mar 20 09:15:07 +0000 2018,0.0,1.0,FoxNews,0.0,78,‘Affluenza’ teen to be released from jail in 2 weeks https://t.co/QImhEbSBBx
378,0.0,Tue Mar 20 09:15:00 +0000 2018,0.0,1.0,FoxNews,0.0,79,"White House, Dems restart negotiations over DACA, funding border wall https://t.co/dSnqiUcLxk"
379,0.0,Tue Mar 20 09:00:01 +0000 2018,0.0,1.0,FoxNews,0.0,80,".@IngrahamAngle: 'If Any Of Us Had Done What McCabe Did, We'd Already Be In Jail'  https://t.co/m8eZqyFH6r"
380,-0.1027,Tue Mar 20 08:53:02 +0000 2018,0.157,0.707,FoxNews,0.136,81,"Trey Songz arrested after allegedly punching woman at Los Angeles party, police say https://t.co/NuFQLhevoN (via @bdbrown473)"
381,-0.6249,Tue Mar 20 08:45:00 +0000 2018,0.421,0.579,FoxNews,0.0,82,Tucker Blasts 'Third-World Nonsense' Surrounding Andrew McCabe's Firing https://t.co/1yL4zv2yDD
382,-0.34,Tue Mar 20 08:30:00 +0000 2018,0.138,0.862,FoxNews,0.0,83,".@IngrahamAngle on McCabe firing: ""When the government learns of wrongdoing, shouldn't it act immediately?...Who ca… https://t.co/9Ce7FC9s6o"
383,-0.5994,Tue Mar 20 08:18:48 +0000 2018,0.333,0.588,FoxNews,0.078,84,"Trump rips Mueller, denounces critics, escaping his 'cage https://t.co/ZKaN8uUOVR via @HowardKurtz @MediaBuzzFNC"
384,-0.5719,Tue Mar 20 08:15:00 +0000 2018,0.239,0.761,FoxNews,0.0,85,'Build The Wall and Keep the Damn Drugs Out': #Trump Slams Dems' Inaction in Opioid Speech https://t.co/cSDfyFcpNI
385,-0.872,Tue Mar 20 08:13:41 +0000 2018,0.498,0.502,FoxNews,0.0,86,"Severe storms leave widespread damage, thousands without power and one reported death in Southeast… https://t.co/Vovy5sH6xe"
386,0.5574,Tue Mar 20 08:08:00 +0000 2018,0.0,0.796,FoxNews,0.204,87,It was a special day at @dollysstampede​ as Sgt. Bryan Samsel surprised his wife after returning home from a year o… https://t.co/CaZtkg731p
387,0.3291,Tue Mar 20 08:00:01 +0000 2018,0.0,0.899,FoxNews,0.101,88,Candace Owens: “That is exactly what modern feminism seems to be today is that they celebrate women but only if wom… https://t.co/orNGYecKm1
388,-0.34,Tue Mar 20 07:45:00 +0000 2018,0.112,0.888,FoxNews,0.0,89,".@DevinNunes: “We just can’t have, in this country, where you have political dirt that’s paid for by one political… https://t.co/bj8JZe1c8V"
389,-0.6249,Tue Mar 20 07:30:00 +0000 2018,0.204,0.796,FoxNews,0.0,90,"During a speech on the opioid crisis in America on Monday, @POTUS called for ending sanctuary cities.… https://t.co/7ESQanZbp8"
390,0.2411,Tue Mar 20 07:15:00 +0000 2018,0.0,0.897,FoxNews,0.103,91,"Cory Booker, on 'The View,' wants to discuss the future, not Hillary: ‘Clinton lost the electoral vote’ https://t.co/rL3v3Y2VIY"
391,0.7184,Tue Mar 20 07:00:01 +0000 2018,0.0,0.741,FoxNews,0.259,92,".@POTUS on law enforcement officers: “We thank you, we honor you, and we want you to know that we will always have… https://t.co/wEmYH3BVlt"
392,0.0,Tue Mar 20 06:55:12 +0000 2018,0.0,1.0,FoxNews,0.0,93,"Sudan, the world's last male northern white rhino, dies from 'age-related complications' https://t.co/rBoArj9i0h (via @RyanGaydos)"
393,0.0772,Tue Mar 20 06:45:00 +0000 2018,0.0,0.925,FoxNews,0.075,94,'Sex and the City' star Cynthia Nixon to challenge Andrew Cuomo in race for NY governor https://t.co/LhPATy3cmt
394,-0.7003,Tue Mar 20 06:30:00 +0000 2018,0.257,0.696,FoxNews,0.048,95,".@TuckerCarlson: ""Dishonest law enforcement is a big deal no matter who the president is. In fact, it's the biggest… https://t.co/4RsPknfGbf"
